danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track.duration_ms,year,country,performer,song,performance,decade,ID,Region,BroadRegion,Period
0.49,0.317,2,-7.894,1,0.0267,0.437,0,0.238,0.456,104.851,4,152520,1963,Monaco,Fran<e7>oise Hardy,L'amour S'en Va,1963 Monaco,1960,0.49 0.317 2 -7.894 1 0.0267 0.437 0 0.238 0.456 104.851,Western Europe,Western_Europe_Australia,Early
0.32,0.427,1,-6.938,1,0.031,0.985,0.00763,0.19,0.39,75.142,1,167400,1963,Norway,Anita Thallaug,Solhverv,1963 Norway,1960,0.32 0.427 1 -6.938 1 0.031 0.985 0.00763 0.19 0.39 75.142,Nordic,Northern_Europe,Early
0.18,0.448,7,-8.09,0,0.0343,0.297,0,0.175,0.455,177.597,4,198093,1963,Spain,Jos<e9> Guardiola,Algo Prodigioso,1963 Spain,1960,0.18 0.448 7 -8.09 0 0.0343 0.297 0 0.175 0.455 177.597,Southern Europe,Southern,Early
0.355,0.121,7,-17.396,1,0.0347,0.869,1.00E-05,0.104,0.24,115.67,3,182760,1963,Sweden,Monica Zetterlund,En G<e5>ng I Stockholm,1963 Sweden,1960,0.355 0.121 7 -17.396 1 0.0347 0.869 1e-05 0.104 0.24 115.67,Nordic,Northern_Europe,Early
0.41,0.399,0,-9.816,1,0.0298,0.719,0,0.106,0.409,127.514,3,178954,1963,United Kingdom,Ronnie Carroll,Say Wonderful Things,1963 United Kingdom,1960,0.41 0.399 0 -9.816 1 0.0298 0.719 0 0.106 0.409 127.514,Western Europe,Western_Europe_Australia,Early
0.172,0.449,0,-7.402,1,0.0323,0.842,0.00126,0.136,0.238,78.569,4,201360,1963,Yugoslavia,Vice Vukov,Brodovi,1963 Yugoslavia,1960,0.172 0.449 0 -7.402 1 0.0323 0.842 0.00126 0.136 0.238 78.569,Balkans,Eastern_Europe,Early
0.375,0.502,11,-7.853,1,0.0271,0.153,1.41E-05,0.112,0.37,100.472,4,155920,1964,Austria,Udo J<fc>rgens,"Warum Nur, Warum?",1964 Austria,1960,0.375 0.502 11 -7.853 1 0.0271 0.153 1.41e-05 0.112 0.37 100.472,Central Europe,Central_Europe,Early
0.192,0.239,1,-13.432,0,0.0353,0.589,0,0.391,0.403,180.644,3,197533,1964,Denmark,Bj<f8>rn Tidmand,Sangen Om Dig,1964 Denmark,1960,0.192 0.239 1 -13.432 0 0.0353 0.589 0 0.391 0.403 180.644,Nordic,Northern_Europe,Early
0.605,0.341,7,-12.277,1,0.0329,0.866,0,0.266,0.514,97.486,4,144626,1964,Finland,Lasse M<e5>rtenson,Laiskotellen,1964 Finland,1960,0.605 0.341 7 -12.277 1 0.0329 0.866 0 0.266 0.514 97.486,Nordic,Northern_Europe,Early
0.286,0.432,11,-6.07,1,0.0403,0.933,0,0.182,0.431,76.477,4,142552,1964,France,Rachel,Le Chant De Mallory,1964 France,1960,0.286 0.432 11 -6.07 1 0.0403 0.933 0 0.182 0.431 76.477,Western Europe,Western_Europe_Australia,Early
0.367,0.214,5,-12.509,1,0.0294,0.851,0.000126,0.103,0.346,97.18,4,199386,1964,Italy,Gigliola Cinquetti,Non Ho L'<e9>t<e0>,1964 Italy,1960,0.367 0.214 5 -12.509 1 0.0294 0.851 0.000126 0.103 0.346 97.18,Southern Europe,Southern,Early
0.507,0.289,4,-14.388,1,0.0324,0.812,0.182,0.448,0.658,117.888,4,185826,1964,Luxembourg,Hugues Aufray,D<e8>s Que Le Printemps Revient,1964 Luxembourg,1960,0.507 0.289 4 -14.388 1 0.0324 0.812 0.182 0.448 0.658 117.888,Western Europe,Western_Europe_Australia,Early
0.347,0.349,0,-12.255,0,0.0272,0.706,0.931,0.137,0.648,94.855,3,123025,1964,Monaco,Romuald,O<f9> Sont-elles Pass<e9>es?,1964 Monaco,1960,0.347 0.349 0 -12.255 0 0.0272 0.706 0.931 0.137 0.648 94.855,Western Europe,Western_Europe_Australia,Early
0.477,0.536,2,-9.11,1,0.0299,0.112,0,0.301,0.649,131.54,4,181800,1964,Netherlands,Anneke Gr<f6>nloh,Jij Bent Mijn Leven,1964 Netherlands,1960,0.477 0.536 2 -9.11 1 0.0299 0.112 0 0.301 0.649 131.54,Western Europe,Western_Europe_Australia,Early
0.466,0.436,0,-10.106,0,0.0355,0.69,4.23E-06,0.337,0.819,135.655,3,157880,1964,Norway,Arne Bendiksen,Spiral,1964 Norway,1960,0.466 0.436 0 -10.106 0 0.0355 0.69 4.23e-06 0.337 0.819 135.655,Nordic,Northern_Europe,Early
0.211,0.415,0,-4.884,1,0.0308,0.856,1.47E-06,0.107,0.199,173.676,3,154573,1964,Portugal,Ant<f3>nio Calv<e1>rio,Ora<e7><e3>o,1964 Portugal,1960,0.211 0.415 0 -4.884 1 0.0308 0.856 1.47e-06 0.107 0.199 173.676,Southern Europe,Southern,Early
0.228,0.318,8,-11.527,1,0.037,0.973,0.73,0.229,0.431,199.237,1,158276,1964,Spain,"Tim, Nelly and Tony",Caracola,1964 Spain,1960,0.228 0.318 8 -11.527 1 0.037 0.973 0.73 0.229 0.431 199.237,Southern Europe,Southern,Early
0.415,0.47,3,-12.957,1,0.302,0.728,2.44E-06,0.897,0.877,89.744,4,150600,1964,United Kingdom,Matt Monro,I Love The Little Things,1964 United Kingdom,1960,0.415 0.47 3 -12.957 1 0.302 0.728 2.44e-06 0.897 0.877 89.744,Western Europe,Western_Europe_Australia,Early
0.365,0.577,10,-4.82,1,0.029,0.24,0.00188,0.298,0.441,71.441,4,175026,1965,Austria,Udo J<fc>rgens,"Sag Ihr, Ich Lass' Sie Gr<fc><df>en",1965 Austria,1960,0.365 0.577 10 -4.82 1 0.029 0.24 0.00188 0.298 0.441 71.441,Central Europe,Central_Europe,Early
0.268,0.366,0,-9.846,0,0.032,0.769,0,0.551,0.291,112.9,3,190000,1965,Finland,Viktor Klimenko,Aurinko Laskee L<e4>nteen,1965 Finland,1960,0.268 0.366 0 -9.846 0 0.032 0.769 0 0.551 0.291 112.9,Nordic,Northern_Europe,Early
0.584,0.42,7,-10.513,0,0.0332,0.576,0,0.323,0.603,113.365,3,172840,1965,France,Guy Mardel,N'avoue Jamais,1965 France,1960,0.584 0.42 7 -10.513 0 0.0332 0.576 0 0.323 0.603 113.365,Western Europe,Western_Europe_Australia,Early
0.296,0.454,2,-8.207,1,0.0323,0.394,0.000464,0.471,0.429,111.208,3,148293,1965,Ireland,Butch Moore,I'm Walking The Streets In The Rain,1965 Ireland,1960,0.296 0.454 2 -8.207 1 0.0323 0.394 0.000464 0.471 0.429 111.208,Western Europe,Western_Europe_Australia,Early
0.277,0.332,9,-9.761,1,0.0343,0.889,0.000347,0.114,0.197,177.462,3,178155,1965,Italy,Bobby Solo,"Se Piangi, Se Ridi",1965 Italy,1960,0.277 0.332 9 -9.761 1 0.0343 0.889 0.000347 0.114 0.197 177.462,Southern Europe,Southern,Early
0.548,0.758,1,-4.072,1,0.0312,0.719,0,0.24,0.83,147.026,4,153480,1965,Luxembourg,France Gall,"Poup<e9>e De Cire, Poup<e9>e De Son",1965 Luxembourg,1960,0.548 0.758 1 -4.072 1 0.0312 0.719 0 0.24 0.83 147.026,Western Europe,Western_Europe_Australia,Early
0.442,0.329,10,-10.201,1,0.0323,0.941,0.019,0.107,0.373,96.831,4,149373,1965,Monaco,Marjorie No<eb>l,Va Dire <e0> L'amour,1965 Monaco,1960,0.442 0.329 10 -10.201 1 0.0323 0.941 0.019 0.107 0.373 96.831,Western Europe,Western_Europe_Australia,Early
0.357,0.65,0,-6.428,0,0.042,0.907,1.14E-06,0.541,0.682,153.835,4,164048,1965,Netherlands,Conny Van den bos,Het Is Genoeg,1965 Netherlands,1960,0.357 0.65 0 -6.428 0 0.042 0.907 1.14e-06 0.541 0.682 153.835,Western Europe,Western_Europe_Australia,Early
0.692,0.451,0,-6.094,1,0.0319,0.702,0,0.273,0.72,116.254,4,139026,1965,Norway,Kirsti Sparboe,Karusell,1965 Norway,1960,0.692 0.451 0 -6.094 1 0.0319 0.702 0 0.273 0.72 116.254,Nordic,Northern_Europe,Early
0.259,0.215,3,-13.058,1,0.0382,0.919,5.87E-06,0.409,0.327,173.173,4,213832,1965,Portugal,Simone de Oliviera,Sol De Inverno,1965 Portugal,1960,0.259 0.215 3 -13.058 1 0.0382 0.919 5.87e-06 0.409 0.327 173.173,Southern Europe,Southern,Early
0.277,0.848,5,-2.344,1,0.0719,0.835,0.00977,0.301,0.798,150.799,4,151220,1965,Spain,Conchita Bautista,"Qu<e9> Bueno, Qu<e9> Bueno",1965 Spain,1960,0.277 0.848 5 -2.344 1 0.0719 0.835 0.00977 0.301 0.798 150.799,Southern Europe,Southern,Early
0.286,0.384,4,-8.968,0,0.0399,0.954,0.0188,0.308,0.228,130.362,5,169960,1965,Sweden,Ingvar Wixell,Absent Friend,1965 Sweden,1960,0.286 0.384 4 -8.968 0 0.0399 0.954 0.0188 0.308 0.228 130.362,Nordic,Northern_Europe,Early
0.35,0.434,11,-7.45,0,0.0297,0.826,0,0.243,0.146,95.266,3,193773,1965,Switzerland,Yovanna,Non <e0> Jamais Sans Toi,1965 Switzerland,1960,0.35 0.434 11 -7.45 0 0.0297 0.826 0 0.243 0.146 95.266,Central Europe,Central_Europe,Early
0.454,0.892,3,-5.996,1,0.053,0.338,0,0.368,0.622,131.193,4,142493,1965,United Kingdom,Kathy Kirby,I Belong,1965 United Kingdom,1960,0.454 0.892 3 -5.996 1 0.053 0.338 0 0.368 0.622 131.193,Western Europe,Western_Europe_Australia,Early
0.245,0.365,0,-7.115,0,0.0316,0.89,1.02E-06,0.0942,0.134,134.91,5,178760,1965,Yugoslavia,Vice Vukov,Ceznja,1965 Yugoslavia,1960,0.245 0.365 0 -7.115 0 0.0316 0.89 1.02e-06 0.0942 0.134 134.91,Balkans,Eastern_Europe,Early
0.283,0.53,5,-8.164,1,0.0292,0.494,0.00144,0.167,0.192,147.279,3,194413,1966,Austria,Udo J<fc>rgens,Merci Ch<e9>rie,1966 Austria,1960,0.283 0.53 5 -8.164 1 0.0292 0.494 0.00144 0.167 0.192 147.279,Central Europe,Central_Europe,Early
0.401,0.428,10,-9.577,1,0.0371,0.715,0,0.32,0.622,76.205,4,142160,1966,Denmark,Ulla Pia,"Stop, Ja Stop - Ja Stop, Mens Legen Er Go",1966 Denmark,1960,0.401 0.428 10 -9.577 1 0.0371 0.715 0 0.32 0.622 76.205,Nordic,Northern_Europe,Early
0.61,0.594,6,-5.725,0,0.0615,0.712,0,0.0605,0.606,127.383,4,124106,1966,Finland,Ann-Christine Nystr<f6>m,Play-boy,1966 Finland,1960,0.61 0.594 6 -5.725 0 0.0615 0.712 0 0.0605 0.606 127.383,Nordic,Northern_Europe,Early
0.384,0.379,2,-12.248,1,0.0285,0.692,0.88,0.895,0.6,104.994,3,124366,1966,France,Dominique Walter,Chez Nous,1966 France,1960,0.384 0.379 2 -12.248 1 0.0285 0.692 0.88 0.895 0.6 104.994,Western Europe,Western_Europe_Australia,Early
0.43,0.401,7,-8.261,1,0.0277,0.748,0,0.0892,0.607,96.929,3,147680,1966,Germany,Margot Eskens,Die Zeiger Der Uhr,1966 Germany,1960,0.43 0.401 7 -8.261 1 0.0277 0.748 0 0.0892 0.607 96.929,Central Europe,Central_Europe,Early
0.451,0.575,8,-5.145,1,0.028,0.662,3.58E-06,0.0845,0.472,78.24,4,167066,1966,Ireland,Dickie Rock,Come Back To Stay,1966 Ireland,1960,0.451 0.575 8 -5.145 1 0.028 0.662 3.58e-06 0.0845 0.472 78.24,Western Europe,Western_Europe_Australia,Early
0.416,0.207,9,-13.524,0,0.0372,0.901,0.0557,0.109,0.308,103.497,4,201174,1966,Italy,Domenico Modugno,Dio Come Ti Amo,1966 Italy,1960,0.416 0.207 9 -13.524 0 0.0372 0.901 0.0557 0.109 0.308 103.497,Southern Europe,Southern,Early
0.304,0.737,7,-4,1,0.0355,0.613,0.853,0.26,0.54,86.243,4,141641,1966,Luxembourg,Mich<e8>le Torr,Ce Soir Je T'attendais,1966 Luxembourg,1960,0.304 0.737 7 -4 1 0.0355 0.613 0.853 0.26 0.54 86.243,Western Europe,Western_Europe_Australia,Early
0.311,0.566,5,-7.822,1,0.0382,0.824,0,0.184,0.705,116.187,3,112840,1966,Monaco,Tereza,Bien Plus Fort,1966 Monaco,1960,0.311 0.566 5 -7.822 1 0.0382 0.824 0 0.184 0.705 116.187,Western Europe,Western_Europe_Australia,Early
0.629,0.282,10,-13.774,1,0.0326,0.784,3.09E-06,0.301,0.778,131.068,4,149733,1966,Netherlands,Milly Scott,Fernando En Philippo,1966 Netherlands,1960,0.629 0.282 10 -13.774 1 0.0326 0.784 3.09e-06 0.301 0.778 131.068,Western Europe,Western_Europe_Australia,Early
0.464,0.375,10,-8.593,0,0.0447,0.749,3.11E-06,0.233,0.558,92.994,4,97320,1966,Norway,<c5>se Kleveland,Intet Er Nytt Under Solen,1966 Norway,1960,0.464 0.375 10 -8.593 0 0.0447 0.749 3.11e-06 0.233 0.558 92.994,Nordic,Northern_Europe,Early
0.541,0.64,8,-10.078,1,0.112,0.749,0,0.329,0.841,153.651,4,125884,1966,Portugal,Madalena Iglesias,Ele E Ela,1966 Portugal,1960,0.541 0.64 8 -10.078 1 0.112 0.749 0 0.329 0.841 153.651,Southern Europe,Southern,Early
0.371,0.617,2,-6.496,0,0.0404,0.743,2.29E-06,0.476,0.581,111.915,3,157626,1966,Spain,Raphael,Yo Soy Aqu<e9>l,1966 Spain,1960,0.371 0.617 2 -6.496 0 0.0404 0.743 2.29e-06 0.476 0.581 111.915,Southern Europe,Southern,Early
0.388,0.48,8,-5.702,1,0.0502,0.784,0,0.166,0.704,78.376,3,189613,1966,Sweden,Lill Lindfors & Svante Thuresson,Nygammal Vals,1966 Sweden,1960,0.388 0.48 8 -5.702 1 0.0502 0.784 0 0.166 0.704 78.376,Nordic,Northern_Europe,Early
0.17,0.315,10,-8.408,1,0.0309,0.709,0,0.098,0.265,172.875,4,165293,1966,Yugoslavia,Berta Ambroz,Brez Besed,1966 Yugoslavia,1960,0.17 0.315 10 -8.408 1 0.0309 0.709 0 0.098 0.265 172.875,Balkans,Eastern_Europe,Early
0.232,0.666,7,-10.175,1,0.0469,0.822,0,0.43,0.771,173.128,3,145306,1967,Belgium,Louis Neefs,Ik Heb Zorgen,1967 Belgium,1960,0.232 0.666 7 -10.175 1 0.0469 0.822 0 0.43 0.771 173.128,Western Europe,Western_Europe_Australia,Early
0.518,0.42,10,-8.914,1,0.0348,0.813,1.28E-05,0.402,0.434,112.745,4,146706,1967,Finland,Fredi,Varjoon-suojaan,1967 Finland,1960,0.518 0.42 10 -8.914 1 0.0348 0.813 1.28e-05 0.402 0.434 112.745,Nordic,Northern_Europe,Early
0.228,0.348,4,-14.297,1,0.0319,0.769,0.593,0.57,0.513,108.842,4,126041,1967,France,No<eb>lle Cordier,Il Doit Faire Beau L<e0>-bas,1967 France,1960,0.228 0.348 4 -14.297 1 0.0319 0.769 0.593 0.57 0.513 108.842,Western Europe,Western_Europe_Australia,Early
0.402,0.477,11,-4.808,1,0.0331,0.755,0,0.105,0.457,133.984,4,123906,1967,Germany,Inge Br<fc>ck,Anouschka,1967 Germany,1960,0.402 0.477 11 -4.808 1 0.0331 0.755 0 0.105 0.457 133.984,Central Europe,Central_Europe,Early
0.25,0.381,5,-9.956,1,0.0334,0.19,0.0199,0.0984,0.432,141.079,4,171466,1967,Ireland,Sean Dunphy,If I Could Choose,1967 Ireland,1960,0.25 0.381 5 -9.956 1 0.0334 0.19 0.0199 0.0984 0.432 141.079,Western Europe,Western_Europe_Australia,Early
0.326,0.209,2,-12.303,0,0.0298,0.818,0,0.102,0.29,78.187,4,219880,1967,Italy,Claudio Villa,Non Andare Pi<f9> Lontano,1967 Italy,1960,0.326 0.209 2 -12.303 0 0.0298 0.818 0 0.102 0.29 78.187,Southern Europe,Southern,Early
0.486,0.45,0,-6.895,1,0.0291,0.827,0,0.176,0.526,113.168,4,179414,1967,Luxembourg,Vicky,L'amour Est Bleu,1967 Luxembourg,1960,0.486 0.45 0 -6.895 1 0.0291 0.827 0 0.176 0.526 113.168,Western Europe,Western_Europe_Australia,Early
0.664,0.72,11,-3.908,0,0.0591,0.623,0,0.269,0.719,133.214,4,129973,1967,Monaco,Minouche Barelli,Boum-badaboum,1967 Monaco,1960,0.664 0.72 11 -3.908 0 0.0591 0.623 0 0.269 0.719 133.214,Western Europe,Western_Europe_Australia,Early
0.57,0.542,6,-6.238,1,0.0341,0.434,0,0.0912,0.74,104.65,4,164800,1967,Netherlands,Th<e9>r<e8>se Steinmetz,Ring-dinge,1967 Netherlands,1960,0.57 0.542 6 -6.238 1 0.0341 0.434 0 0.0912 0.74 104.65,Western Europe,Western_Europe_Australia,Early
0.464,0.447,8,-6.534,1,0.0311,0.767,0,0.104,0.569,100.841,3,134293,1967,Norway,Kirsti Sparboe,Dukkemann,1967 Norway,1960,0.464 0.447 8 -6.534 1 0.0311 0.767 0 0.104 0.569 100.841,Nordic,Northern_Europe,Early
0.358,0.568,4,-7.168,0,0.0361,0.107,3.02E-06,0.0876,0.288,129.114,4,157253,1967,Portugal,Eduardo Nascimento,O Vento Mudou,1967 Portugal,1960,0.358 0.568 4 -7.168 0 0.0361 0.107 3.02e-06 0.0876 0.288 129.114,Southern Europe,Southern,Early
0.357,0.404,11,-5.669,1,0.0358,0.866,7.94E-05,0.162,0.271,108.825,4,237722,1967,Spain,Raphael,Hablemos Del Amor,1967 Spain,1960,0.357 0.404 11 -5.669 1 0.0358 0.866 7.94e-05 0.162 0.271 108.825,Southern Europe,Southern,Early
0.725,0.603,0,-8.987,1,0.0466,0.417,0,0.0598,0.961,124.442,4,144186,1967,United Kingdom,Sandie Shaw,Puppet On A String,1967 United Kingdom,1960,0.725 0.603 0 -8.987 1 0.0466 0.417 0 0.0598 0.961 124.442,Western Europe,Western_Europe_Australia,Early
0.338,0.514,11,-6.794,0,0.0297,0.6,0,0.073,0.303,101.292,3,156680,1967,Yugoslavia,Lado Leskovar,Vse Ro<U+009E>e Sveta,1967 Yugoslavia,1960,0.338 0.514 11 -6.794 0 0.0297 0.6 0 0.073 0.303 101.292,Balkans,Eastern_Europe,Early
0.303,0.542,1,-6.647,0,0.0298,0.733,8.48E-06,0.112,0.293,93.63,3,211760,1968,Austria,Karel Gott,Tausend Fenster,1968 Austria,1960,0.303 0.542 1 -6.647 0 0.0298 0.733 8.48e-06 0.112 0.293 93.63,Central Europe,Central_Europe,Early
0.611,0.456,7,-11.323,0,0.0864,0.592,0,0.136,0.42,78.168,4,174026,1968,Finland,Kristina Hautala,Kun Kello K<e4>y,1968 Finland,1960,0.611 0.456 7 -11.323 0 0.0864 0.592 0 0.136 0.42 78.168,Nordic,Northern_Europe,Early
0.465,0.304,6,-12.672,1,0.0332,0.759,4.59E-05,0.137,0.478,101.5,4,188466,1968,France,Isabelle Aubret,La Source,1968 France,1960,0.465 0.304 6 -12.672 1 0.0332 0.759 4.59e-05 0.137 0.478 101.5,Western Europe,Western_Europe_Australia,Early
0.408,0.559,0,-5.57,1,0.0292,0.596,0,0.29,0.822,97.576,4,152213,1968,Germany,Wencke Myhre,Ein Hoch Der Liebe,1968 Germany,1960,0.408 0.559 0 -5.57 1 0.0292 0.596 0 0.29 0.822 97.576,Central Europe,Central_Europe,Early
0.21,0.641,0,-5.331,0,0.0423,0.095,2.67E-06,0.229,0.47,112.481,3,190066,1968,Ireland,Pat McGeegan,Chance Of A Lifetime,1968 Ireland,1960,0.21 0.641 0 -5.331 0 0.0423 0.095 2.67e-06 0.229 0.47 112.481,Western Europe,Western_Europe_Australia,Early
0.32,0.617,6,-10.464,1,0.0399,0.699,0.00743,0.159,0.503,116.883,4,188586,1968,Italy,Sergio Endrigo,Marianne,1968 Italy,1960,0.32 0.617 6 -10.464 1 0.0399 0.699 0.00743 0.159 0.503 116.883,Southern Europe,Southern,Early
0.575,0.602,10,-8.402,1,0.0359,0.311,0,0.139,0.714,124.917,4,142419,1968,Netherlands,Ronnie Tober,Morgen,1968 Netherlands,1960,0.575 0.602 10 -8.402 1 0.0359 0.311 0 0.139 0.714 124.917,Western Europe,Western_Europe_Australia,Early
0.61,0.55,3,-8.085,1,0.0288,0.754,2.32E-06,0.0726,0.409,104.402,4,137893,1968,Norway,Odd B<f8>rre,Stress,1968 Norway,1960,0.61 0.55 3 -8.085 1 0.0288 0.754 2.32e-06 0.0726 0.409 104.402,Nordic,Northern_Europe,Early
0.581,0.339,3,-9.422,1,0.028,0.308,0.00085,0.19,0.479,115.414,4,148520,1968,Portugal,Carlos Mendes,Ver<e3>o,1968 Portugal,1960,0.581 0.339 3 -9.422 1 0.028 0.308 0.00085 0.19 0.479 115.414,Southern Europe,Southern,Early
0.337,0.644,11,-4.15,1,0.0352,0.245,0.000639,0.149,0.555,124.095,3,152600,1968,Spain,Massiel,"La, La, La...",1968 Spain,1960,0.337 0.644 11 -4.15 1 0.0352 0.245 0.000639 0.149 0.555 124.095,Southern Europe,Southern,Early
0.444,0.861,1,-3.098,1,0.0474,0.333,9.68E-06,0.31,0.801,91.446,4,166186,1968,Sweden,Claes-G<f6>ran Hederstr<f6>m,"Det B<f6>rjar Verka K<e4>rlek, Banne Mej",1968 Sweden,1960,0.444 0.861 1 -3.098 1 0.0474 0.333 9.68e-06 0.31 0.801 91.446,Nordic,Northern_Europe,Early
0.489,0.462,4,-13.498,1,0.0276,0.155,0,0.0615,0.964,93.025,4,155146,1968,United Kingdom,Cliff Richard,Congratulations,1968 United Kingdom,1960,0.489 0.462 4 -13.498 1 0.0276 0.155 0 0.0615 0.964 93.025,Western Europe,Western_Europe_Australia,Early
0.629,0.603,2,-10.896,1,0.0492,0.62,0.00355,0.208,0.718,114.831,4,166946,1969,Belgium,Louis Neefs,Jennifer Jennings,1969 Belgium,1960,0.629 0.603 2 -10.896 1 0.0492 0.62 0.00355 0.208 0.718 114.831,Western Europe,Western_Europe_Australia,Early
0.691,0.28,0,-12.199,0,0.0453,0.549,0,0.235,0.621,86.037,4,155933,1969,Finland,Jarkko and Laura,Kuin Silloin Ennen,1969 Finland,1960,0.691 0.28 0 -12.199 0 0.0453 0.549 0 0.235 0.621 86.037,Nordic,Northern_Europe,Early
0.328,0.204,8,-9.003,1,0.0302,0.923,8.86E-06,0.111,0.162,92.118,4,150000,1969,France,Frida Boccara,"Un Jour, Un Enfant",1969 France,1960,0.328 0.204 8 -9.003 1 0.0302 0.923 8.86e-06 0.111 0.162 92.118,Western Europe,Western_Europe_Australia,Early
0.574,0.512,9,-6.025,0,0.0299,0.828,0,0.0682,0.896,119.329,4,162748,1969,Germany,Siw Malmkvist,Primaballerina,1969 Germany,1960,0.574 0.512 9 -6.025 0 0.0299 0.828 0 0.0682 0.896 119.329,Central Europe,Central_Europe,Early
0.386,0.299,1,-11.281,0,0.0554,0.805,0,0.143,0.524,89.578,1,206493,1969,Netherlands,Lenny Kuhr,De Troubadour,1969 Netherlands,1960,0.386 0.299 1 -11.281 0 0.0554 0.805 0 0.143 0.524 89.578,Western Europe,Western_Europe_Australia,Early
0.652,0.531,10,-5.956,1,0.0306,0.321,0,0.445,0.594,125.435,4,136706,1969,Norway,Kirsti Sparboe,"Oj, Oj, Oj, S<e5> Glad, Jeg Skal Bli",1969 Norway,1960,0.652 0.531 10 -5.956 1 0.0306 0.321 0 0.445 0.594 125.435,Nordic,Northern_Europe,Early
0.402,0.497,8,-5.587,1,0.033,0.78,0,0.224,0.548,76.029,4,171365,1969,Portugal,Simone de Oliveira,Desfolhada Portuguesa,1969 Portugal,1960,0.402 0.497 8 -5.587 1 0.033 0.78 0 0.224 0.548 76.029,Southern Europe,Southern,Early
0.466,0.746,1,-6.484,1,0.0496,0.652,0,0.091,0.82,131.264,4,130493,1969,Spain,Salom<e9>,Vivo Cantando,1969 Spain,1960,0.466 0.746 1 -6.484 1 0.0496 0.652 0 0.091 0.82 131.264,Southern Europe,Southern,Early
0.281,0.531,8,-10.143,1,0.0427,0.735,0,0.187,0.666,171.924,4,143600,1969,Sweden,Tommy K<f6>rberg,"Judy, Min V<e4>n",1969 Sweden,1960,0.281 0.531 8 -10.143 1 0.0427 0.735 0 0.187 0.666 171.924,Nordic,Northern_Europe,Early
0.368,0.581,10,-10.375,1,0.0333,0.121,0.000139,0.0874,0.668,183.239,3,142373,1969,United Kingdom,Lulu,Boom Bang-a-bang,1969 United Kingdom,1960,0.368 0.581 10 -10.375 1 0.0333 0.121 0.000139 0.0874 0.668 183.239,Western Europe,Western_Europe_Australia,Early
0.26,0.445,1,-5.729,1,0.0288,0.67,0,0.339,0.475,53.381,3,174360,1969,Yugoslavia,Ivan & M's,Pozdrav Svijetu,1969 Yugoslavia,1960,0.26 0.445 1 -5.729 1 0.0288 0.67 0 0.339 0.475 53.381,Balkans,Eastern_Europe,Early
0.291,0.226,6,-12.355,1,0.0315,0.769,0,0.0773,0.28,91.268,3,174600,1970,France,Guy Bonnet,Marie Blanche,1970 France,1970,0.291 0.226 6 -12.355 1 0.0315 0.769 0 0.0773 0.28 91.268,Western Europe,Western_Europe_Australia,Early
0.376,0.688,3,-3.6,1,0.0355,0.452,0.00248,0.0499,0.395,83.252,4,213373,1970,Germany,Katja Ebstein,Wunder Gibt Es Immer Wieder,1970 Germany,1970,0.376 0.688 3 -3.6 1 0.0355 0.452 0.00248 0.0499 0.395 83.252,Central Europe,Central_Europe,Early
0.555,0.4,8,-10.324,1,0.0262,0.707,0,0.155,0.527,106.489,3,178960,1970,Ireland,Dana,All Kinds Of Everything,1970 Ireland,1970,0.555 0.4 8 -10.324 1 0.0262 0.707 0 0.155 0.527 106.489,Western Europe,Western_Europe_Australia,Early
0.277,0.829,7,-2.347,1,0.0425,0.378,0,0.184,0.861,100.501,4,172520,1970,Italy,Gianni Morandi,Occhi Di Ragazza,1970 Italy,1970,0.277 0.829 7 -2.347 1 0.0425 0.378 0 0.184 0.861 100.501,Southern Europe,Southern,Early
0.25,0.637,3,-5.477,1,0.0431,0.621,0,0.492,0.76,181.472,3,168437,1970,Luxembourg,David-Alexandre Winter,Je Suis Tomb<e9> Du Ciel,1970 Luxembourg,1970,0.25 0.637 3 -5.477 1 0.0431 0.621 0 0.492 0.76 181.472,Western Europe,Western_Europe_Australia,Early
0.397,0.424,8,-9.932,1,0.0293,0.537,0,0.112,0.454,81.537,4,158466,1970,Netherlands,Patricia and Hearts of Soul,Waterman,1970 Netherlands,1970,0.397 0.424 8 -9.932 1 0.0293 0.537 0 0.112 0.454 81.537,Western Europe,Western_Europe_Australia,Early
0.264,0.317,3,-12.019,0,0.0333,0.867,4.15E-05,0.29,0.314,88.518,5,168160,1970,Spain,Julio Iglesias,Gwendolyne,1970 Spain,1970,0.264 0.317 3 -12.019 0 0.0333 0.867 4.15e-05 0.29 0.314 88.518,Southern Europe,Southern,Early
0.267,0.318,11,-7.611,1,0.0283,0.548,0,0.265,0.399,104.236,4,175800,1970,Yugoslavia,Eva Sr<U+009A>en,"Pridi, Dala Ti Bom Cvet",1970 Yugoslavia,1970,0.267 0.318 11 -7.611 1 0.0283 0.548 0 0.265 0.399 104.236,Balkans,Eastern_Europe,Early
0.454,0.443,5,-12.049,1,0.0607,0.696,0,0.15,0.654,159.036,4,167893,1971,Belgium,Lily Castel and Jacques Raymond,"Goeie Morgen, Morgen",1971 Belgium,1970,0.454 0.443 5 -12.049 1 0.0607 0.696 0 0.15 0.654 159.036,Western Europe,Western_Europe_Australia,Early
